regret,cumregret,paramerror,context,action,reward
0.6691970820975828,0.6691970820975828,1.0,27,9,-0.2570524153745643
0.18787188128833213,0.8570689633859149,0.953019835761435,82,9,0.12713404310223442
0.5142691561894792,1.3713381195753942,0.9484671778731478,37,9,0.0633014682563435
0.0,1.3713381195753942,0.9526881064415724,39,9,0.4654441126091609
0.6812459216731677,2.052584041248562,0.7779540436137791,76,0,-0.4012129224016133
0.2169418251299147,2.2695258663784768,0.628034290097418,92,1,0.14077860065855125
0.575842472790735,2.8453683391692115,0.5854359379633649,87,1,-0.19603032589905148
0.26658023220570526,3.1119485713749167,0.5727753465825397,63,9,-0.03302664148200854
1.032710928870062,4.144659500244979,0.4968722247776333,51,6,-0.33140187380508135
0.7272805441315383,4.871940044376517,0.48612613594581255,14,7,0.041295556740010876
0.15150854318666618,5.023448587563183,0.48562965851314266,4,4,0.637717562942065
0.10220077397495453,5.125649361538137,0.4303799973320005,93,8,0.15834479307679797
0.0,5.125649361538137,0.4293600652874586,9,0,0.5432609200849849
0.16349437121154725,5.289143732749684,0.4478068197292554,5,0,0.20148201934114676
0.057199685293987,5.346343418043671,0.36816370600803183,5,4,0.35634437347835285
0.32646246481322994,5.672805882856901,0.35541856709657793,50,2,0.1432490428910884
0.04779661195554019,5.720602494812441,0.35510924980815706,89,9,0.480999454588341
0.0,5.720602494812441,0.3520157954139762,4,3,0.5513144220605407
0.0,5.720602494812441,0.3567662493968537,77,9,0.3891488900813457
0.1848856248295902,5.9054881196420315,0.35684233149643335,13,4,0.0011046912466974312
-1.1102230246251565e-16,5.9054881196420315,0.35777966066780464,42,1,0.7333712607681584
0.01622331469698446,5.921711434339016,0.33301792551198034,26,9,0.4150465799280403
0.1312995905079073,6.053011024846922,0.3420146801754073,26,1,0.45274390029865386
0.03839907645951535,6.091410101306438,0.3408400173455476,15,0,0.07534930789311327
0.0,6.091410101306438,0.3318754401705648,98,2,0.47455749503558725
-1.1102230246251565e-16,6.091410101306438,0.33348055265864085,1,9,0.6138319582071085
0.0,6.091410101306438,0.2772221213214773,27,2,0.35185092511676663
0.0,6.091410101306438,0.27720849149029564,87,6,0.4130767917326805
0.0,6.091410101306438,0.28000579709495516,11,0,0.3976728570435591
0.0,6.091410101306438,0.25178534885468556,93,1,0.4784530785962212
0.0,6.091410101306438,0.2535182678302337,47,8,0.8067423360212339
0.0,6.091410101306438,0.2374018901498506,92,2,0.3457249919882869
0.17774323208275716,6.269153333389195,0.22184093889629555,63,7,0.366259426207946
-5.551115123125783e-17,6.269153333389195,0.21203387309353722,5,3,0.285905725284641
1.1102230246251565e-16,6.269153333389195,0.2095444494420114,84,9,0.6028382986529416
-5.551115123125783e-17,6.269153333389195,0.19287596987686786,12,7,0.32831983026594924
0.0,6.269153333389195,0.19617458476075209,31,0,0.16379727368767572
0.0,6.269153333389195,0.17579692436077132,75,5,0.23864395510648148
0.016997667493220237,6.286151000882415,0.17622175308497576,17,3,0.4824205512432607
0.07552321859376337,6.361674219476178,0.17832202533298208,58,1,0.5637287889040505
0.0,6.361674219476178,0.16584912626956605,6,7,0.581272106209573
0.11582781321645888,6.477502032692637,0.14298486180868517,79,3,0.2819150691169574
0.0,6.477502032692637,0.14189781629259257,8,1,0.5004754090391018
0.0,6.477502032692637,0.14192932427680613,78,0,0.3996622514957486
0.0,6.477502032692637,0.14006796129195342,69,4,0.35777498093799454
5.551115123125783e-17,6.477502032692637,0.13381447584747538,40,9,0.6183131235860586
-1.1102230246251565e-16,6.477502032692637,0.1482128016486989,44,3,0.529354290213522
5.551115123125783e-17,6.477502032692637,0.12926472637519487,80,1,0.6526378148475424
0.10151568771500272,6.57901772040764,0.13856982385633818,48,3,0.22724159961487997
0.0,6.57901772040764,0.1414950518689129,6,7,0.36373544773568106
-5.551115123125783e-17,6.57901772040764,0.1417794216483921,50,3,0.6783339314017697
0.04747169219249364,6.626489412600133,0.14317413528871017,69,6,0.2852583375766226
5.551115123125783e-17,6.626489412600133,0.14132764818752977,64,8,0.3479402516429746
0.0,6.626489412600133,0.1365829339482129,39,9,0.4413298486509852
-1.1102230246251565e-16,6.626489412600133,0.13657543652365883,1,9,0.5452544052871411
-5.551115123125783e-17,6.626489412600133,0.13756498235546732,37,6,0.6039673128979806
-1.1102230246251565e-16,6.626489412600133,0.14254166486844852,23,4,0.4289237222485457
-5.551115123125783e-17,6.626489412600133,0.13174907698144778,57,4,0.24557781719874255
-1.1102230246251565e-16,6.626489412600133,0.1332043523162953,18,2,0.7413238776185818
0.0,6.626489412600133,0.13513994130465573,8,1,0.48557618946222736
0.0,6.626489412600133,0.1351232279238709,74,6,0.32763149845652534
0.0,6.626489412600133,0.13383333219566715,27,2,0.4522175438473073
-1.1102230246251565e-16,6.626489412600133,0.13602553339070775,41,0,0.5808924750292078
0.0,6.626489412600133,0.1356860879037063,67,3,0.19109141734065932
0.023728247342739595,6.650217659942872,0.14333363331395613,94,4,0.301149289645792
0.057199685293987,6.707417345236859,0.1412566799813067,5,4,0.5800670291834922
0.0,6.707417345236859,0.16164561632960026,66,8,0.5036123887791693
0.0,6.707417345236859,0.15300375767744806,16,2,0.6194038992548491
0.055118278459858505,6.762535623696717,0.14527642192251392,20,0,0.5854576379944472
5.551115123125783e-17,6.762535623696717,0.13963827004546334,80,1,0.5422259684529582
-5.551115123125783e-17,6.762535623696717,0.1402389309670592,50,3,0.5847274058324905
0.0,6.762535623696717,0.14196818197554514,67,3,0.4149677882129347
0.042273891571823374,6.80480951526854,0.1410732267748613,13,3,0.1364912290491122
0.04534811917340498,6.8501576344419455,0.14008691939303292,33,8,0.5834698502047864
0.0,6.8501576344419455,0.14485199210461605,85,5,0.4261951928867365
5.551115123125783e-17,6.8501576344419455,0.14523321157273963,56,3,0.4308131676631972
0.0027129738032454775,6.852870608245191,0.14864065847208474,87,2,0.305086356139319
1.1102230246251565e-16,6.852870608245191,0.14906380397317606,3,2,0.5113825302013899
0.0,6.852870608245191,0.14982140166750188,89,8,0.42351088554077065
0.0,6.852870608245191,0.1476202058780087,83,0,0.697100491343983
0.0,6.852870608245191,0.1445486893758621,95,2,0.5175775240632059
1.1102230246251565e-16,6.852870608245191,0.14180117966781072,33,6,0.4788072115130579
0.0600196163524781,6.912890224597669,0.1403415972425401,36,0,0.4288376523953413
0.0,6.912890224597669,0.13962576247699512,59,6,0.605497802607694
0.0,6.912890224597669,0.14214829612327115,85,5,0.18736385903758815
0.0,6.912890224597669,0.14215673094147685,75,5,0.26872670258283843
-2.7755575615628914e-17,6.912890224597669,0.14210691059284636,48,1,0.3052373447928607
-1.1102230246251565e-16,6.912890224597669,0.13501696464293725,65,4,0.5591751328532892
1.1102230246251565e-16,6.912890224597669,0.1351159742600426,86,5,0.6714230981933529
0.0,6.912890224597669,0.13615026044194023,59,6,0.7343135098050394
0.041991029475324626,6.954881254072994,0.13511566565563252,53,5,0.8008615120514674
1.1102230246251565e-16,6.954881254072994,0.1323863372616059,3,2,0.5925021001186723
1.1102230246251565e-16,6.954881254072994,0.13238372304574977,88,8,0.3026276921170873
0.0,6.954881254072994,0.13099406174362527,93,1,0.1945350468604019
-5.551115123125783e-17,6.954881254072994,0.13072638519989388,5,3,0.433087348704421
-5.551115123125783e-17,6.954881254072994,0.13077831962143868,37,6,0.5283354564152338
0.0,6.954881254072994,0.13123497432923756,25,0,0.34938963784224686
0.0,6.954881254072994,0.13251983773190243,27,2,0.21213946515007678
0.01622331469698446,6.971104568769978,0.12988792885745218,26,9,0.45379986978412723
0.0,6.971104568769978,0.1307536253619139,87,6,0.2447868477677957
0.0,6.971104568769978,0.13327807085340126,46,3,0.43073907849527776
-1.1102230246251565e-16,6.971104568769978,0.13569221754518324,54,0,0.7900760142118215
0.023728247342739595,6.994832816112718,0.13648787212470728,94,4,0.28668028441091237
0.0,6.994832816112718,0.13554475668657803,92,2,0.43097908270783886
1.1102230246251565e-16,6.994832816112718,0.1335681692498459,14,9,0.5691725505466725
-1.1102230246251565e-16,6.994832816112718,0.13673469089065504,65,4,0.6047518005592989
0.0,6.994832816112718,0.1367437776899445,0,4,0.605806108585398
0.0,6.994832816112718,0.13660184446138343,66,8,0.5574025403514786
0.0,6.994832816112718,0.13375767168151348,31,0,0.471020011059197
