regret,cumregret,paramerror,context,action,reward
0.0,0.0,0.9939310010329919,93,5,0.6575800554977688
0.32885354420841834,0.32885354420841834,0.8193985454544562,52,8,0.03534682241987558
1.2293008785330544,1.5581544227414728,0.8188481657967731,24,6,-0.3032473386436762
0.0,1.5581544227414728,0.601468383067354,97,6,0.5461540196026167
0.39228675255147594,1.9504411752929487,0.505388967863656,42,3,0.18462717762871697
0.027940661518060184,1.9783818368110089,0.4712602713163794,88,8,0.5002884096005272
0.6899152103931788,2.6682970472041876,0.4329150141463353,85,2,0.01145750007489979
0.7801201619554045,3.448417209159592,0.4934808486184228,45,2,-0.06729999756081384
0.0,3.448417209159592,0.484788888472252,99,3,0.4763930724704251
0.2323334750878755,3.6807506842474673,0.45263369341881254,61,5,0.28153399964269965
0.8812665088126284,4.562017193060096,0.44441844742520636,96,4,-0.1390518438591798
0.047394732662558225,4.609411925722654,0.3817025394480617,9,2,0.2241501274610691
0.34244092109115676,4.951852846813811,0.38223287891605456,30,4,0.22204012839518575
0.3286964064548004,5.280549253268611,0.3525788845202838,56,8,0.15482541561797208
-5.551115123125783e-17,5.280549253268611,0.34523292499377733,74,9,0.2978325072078437
0.0,5.280549253268611,0.3376401512514835,93,5,0.44934102681836663
-5.551115123125783e-17,5.280549253268611,0.34596563548074294,74,9,0.607390721075867
0.006550123844876077,5.2870993771134875,0.3665042305742367,3,3,0.6236296734358141
0.0,5.2870993771134875,0.3587626253802832,53,2,0.568972944276489
0.0,5.2870993771134875,0.3091652148281868,56,1,0.32271701434238015
0.08240550190108822,5.369504879014576,0.2776756681221259,69,5,0.15341164035178043
0.0,5.369504879014576,0.24488234099558517,83,5,0.6857908307352603
-5.551115123125783e-17,5.369504879014576,0.23169030652845465,33,7,0.18103354402605026
0.0,5.369504879014576,0.2190300782845461,56,1,0.34529193621969934
0.0,5.369504879014576,0.20367940680563612,34,9,0.5521269145275158
0.0,5.369504879014576,0.2035272187084923,32,3,0.9019861795488541
1.1102230246251565e-16,5.369504879014576,0.18852557812518364,18,5,0.8675031326889018
0.057609679220997856,5.427114558235574,0.18392183334784618,71,7,0.29475583477504397
0.026536897553296412,5.4536514557888705,0.18390157131578758,40,5,0.41063609859743466
5.551115123125783e-17,5.4536514557888705,0.16309624509541068,25,1,0.2931704148036343
0.0,5.4536514557888705,0.16002753775081882,15,1,0.7529485133744112
0.0,5.4536514557888705,0.13420586151018352,16,9,0.3296561726101797
0.005226235518086708,5.458877691306957,0.13607714866286935,94,7,0.28686515536107515
0.0,5.458877691306957,0.13727288168533838,41,6,0.9396054312617088
6.938893903907228e-17,5.458877691306957,0.14264856134549078,22,3,0.11514216110406561
5.551115123125783e-17,5.458877691306957,0.1390355625152683,36,0,0.4223894101855154
0.057609679220997856,5.516487370527955,0.12925086832601268,71,7,0.18999946483200958
-1.1102230246251565e-16,5.516487370527955,0.1297787075008149,2,7,0.6154683368295231
1.1102230246251565e-16,5.516487370527955,0.1293513915563872,96,2,0.7350800143772024
0.006550123844876077,5.523037494372831,0.1253365711336146,3,3,0.6878532029784468
0.0,5.523037494372831,0.1280943919654982,49,7,0.5102960351426125
