regret,cumregret,paramerror,hparamerror,kparamerror,hfeaterror,featerror,context,action,reward
0.7908836805145172,0.7908836805145172,0.9120492060602515,0.3800637186762308,0.8290870424877776,,13.371030120627527,23,2,-0.07781384158628868
0.03980391399582944,0.8306875945103467,0.9571488063661282,0.3805711805851562,0.8782365364957918,,13.37224845084756,4,4,0.32764774739325486
0.0,0.8306875945103467,1.1448772226001236,0.3847860139426365,1.0782780616810814,,13.371971398863845,6,6,0.8310778589972819
0.7232565961283748,1.5539441906387215,1.1470386555929153,0.3849030361592001,1.0805310408219801,,13.369620145835231,24,3,0.13022379561692823
0.1115871457535873,1.6655313363923088,1.1474098832899788,0.38490724621692557,1.0809236106595257,,13.36534048371792,76,3,0.7255131206241306
0.07648390272867053,1.7420152391209793,1.2211200446284214,0.39169037692389963,1.1565953536213653,,13.361360463918329,4,2,0.31973974086605006
0.5253467164712314,2.267361955592211,0.9758990725060005,0.554719262154695,0.8029106674547443,,13.36191715946483,49,6,-0.11800168022313103
0.09272413568360427,2.3600860912758153,0.8721975810301844,0.6667287723008282,0.562317850100044,,13.362369206335378,26,4,0.10633553070495821
0.7739979569922928,3.1340840482681083,0.8297681092586242,0.6676172050167601,0.4927498175628696,,13.360791010228374,7,2,-0.23079537957941718
1.0630160610756896,4.197100109343798,0.8938922592450648,0.7109361402417346,0.5418608452697341,,13.358150922824112,64,5,-0.35283598936667826
0.37040969974623794,4.567509809090036,0.8959387320640158,0.7117838046044312,0.5441231727424563,,13.35643637150921,24,2,0.5215111909469903
0.0,4.567509809090036,0.8988124906086146,0.7241204975094131,0.5324597621987797,,13.359034670040407,70,0,0.23633353022369682
0.08440008737303806,4.651909896463074,0.9400724444380931,0.7423094879640805,0.5768126427795393,,13.362038771806045,54,2,0.5546602800404151
0.11295339222766593,4.76486328869074,0.9395276784197267,0.742120935014961,0.57616731626263,,13.366405454512485,31,3,0.42443885997110625
0.0,4.76486328869074,0.9633966207298585,0.7504685074112847,0.6040944199523693,,13.366693684420397,60,9,0.3679694384472304
0.07647672854853016,4.84134001723927,0.9687931503275025,0.7523958933498958,0.6102954921934941,,13.376546729139568,69,8,0.6625518560602486
0.12740787585111762,4.968747893090388,0.9673595582501043,0.753510135816425,0.6066357969653207,,13.37641978560618,26,0,0.050726966917631205
0.1901610860000461,5.158908979090434,0.9690816739045701,0.7540073977547266,0.6087627902794562,,13.373039732861349,10,1,0.4695156608676333
-2.220446049250313e-16,5.158908979090434,0.9722808881222162,0.755262799789865,0.6122975001266131,,13.374467417416966,23,1,0.8387461220745277
0.3120140855034533,5.4709230645938876,0.9725666941975387,0.7554252206265757,0.6125509862073673,,13.371998302624926,86,3,0.3556422757442099
0.0,5.4709230645938876,0.987267664295747,0.762045074307048,0.6276820418717945,,13.37491813530767,17,4,0.3459019675838423
-1.1102230246251565e-16,5.4709230645938876,0.9922181879621056,0.7641100157783218,0.6329556195422055,,13.376065795927984,21,0,0.6027856085791132
0.26910792918117615,5.740030993775064,0.9940584009396749,0.7670004332918141,0.6323467718023971,,13.377038308892846,5,0,0.19152276711487426
0.29863146401896234,6.038662457794026,0.9955898280581943,0.7675569494327744,0.6340784140076037,,13.378570860326041,12,7,0.16435800356022603
0.2382587008656461,6.276921158659673,0.9954437365164761,0.7675244437887682,0.6338883661628643,,13.383007157470074,20,3,0.3223147927309904
0.0,6.276921158659673,0.9946198855846972,0.7672876510594174,0.6328810135659291,,13.37834137483872,11,6,0.6826890434206723
-1.1102230246251565e-16,6.276921158659673,0.9958293064487338,0.7675274074993872,0.6344900994652602,,13.371616772228966,87,7,0.6667164817720551
0.4280238201820136,6.704944978841686,0.9978392706970713,0.7683253087923434,0.6366784353301228,,13.372303407051005,11,1,0.18341193066032224
0.0,6.704944978841686,1.0002408952377038,0.7687436528891731,0.6399336251897799,,13.373158613957402,55,8,0.3219210612688911
0.3195789494458797,7.024523928287566,0.9992131642468587,0.7686282479055765,0.6384650061873584,,13.378717950638986,91,2,0.37124032542409297
0.03974959370194453,7.064273521989511,0.9992372276348644,0.7686345717365939,0.6384950526219548,,13.38212691397199,72,5,0.4992104651642338
0.1188621970487459,7.183135719038257,1.0000340729880297,0.7689200816566196,0.6393981976532349,,13.380915029097382,57,6,0.39429752557503067
0.04167140797692141,7.224807127015179,1.0027545776784517,0.7700106235954616,0.6423397719316611,,13.38231689098846,19,3,0.16919787549939938
0.0,7.224807127015179,1.0059120147807914,0.7712886137135533,0.6457343539228619,,13.381534680761463,38,6,0.24707903748673868
0.2307484134808659,7.455555540496045,1.0076718647341494,0.7719629399398678,0.6476695193817554,,13.381374217353233,61,8,0.13199299351236915
1.1102230246251565e-16,7.455555540496045,1.0110458242974927,0.7733344383974843,0.6512814331898648,,13.382168625021547,67,4,0.34585304945056655
