regret,cumregret,paramerror,hparamerror,kparamerror,featerror,context,action,reward
0.3349342236657368,0.3349342236657368,0.8325915401362411,0.22704607281335545,0.80103605007919,13.353802259100163,70,7,0.3200679482083796
0.35817151231277944,0.6931057359785162,0.9412926408305577,0.42574310232095225,0.8395085744099917,13.353589541845468,60,7,-0.11037528583090064
0.48431752846596143,1.1774232644444775,0.9644530181941573,0.4581573726640483,0.8486821820784244,13.353617866444786,9,0,-0.061506874246220644
0.08066579808736019,1.2580890625318377,0.9590997746054576,0.46380340928385566,0.839499121610566,13.35362457359054,12,4,0.1986537058465434
0.8531682927741846,2.111257355306022,0.806649315677954,0.46469056947085713,0.6593525560188281,13.353625767673659,82,1,-0.5668707804238796
0.9154168947821189,3.026674250088141,0.6806397263010946,0.46476488085675594,0.4972565158360767,13.353625769717015,51,4,-0.4401827866004962
1.110281453236678,4.136955703324819,0.6549168802556924,0.46477878716807614,0.4614074111264591,13.35362540812258,47,8,-0.25197878967008785
0.29190450105405263,4.428860204378871,0.5391065718930939,0.46477042077815345,0.273174581226039,13.35362461469254,17,1,0.1824239061632079
-1.1102230246251565e-16,4.428860204378871,0.5655414011248396,0.4647733005435806,0.3222155419716331,13.353623750358993,29,3,0.8152354778189825
-5.551115123125783e-17,4.428860204378871,0.5363102991617178,0.4645998999927578,0.2679098167549124,13.353583708083482,53,0,0.08118984796334211
0.0,4.428860204378871,0.5458280993945887,0.46099807372758367,0.29224833636509595,13.352792039385728,13,1,0.4474676892244743
0.45281278317083157,4.881672987549703,0.48068989699798226,0.3922481821037684,0.2778563310637707,13.342797725647861,24,6,0.09905750816402499
0.7396938612049242,5.6213668487546276,0.40267654637381656,0.3042222303479496,0.2638128798251964,13.34115387570668,93,7,-0.432717758931662
0.07570580312432007,5.697072651878948,0.42630383938292704,0.3441479404431437,0.25158926559248684,13.341589937327022,97,2,0.37983934699107014
0.0,5.697072651878948,0.43693840816918617,0.279168831881668,0.3361248813153339,13.338924298730019,36,8,0.6526090324544025
0.0,5.697072651878948,0.4413480943813121,0.31201027971766315,0.31215016540844764,13.340538141757149,95,3,0.5418694009982066
1.1102230246251565e-16,5.697072651878948,0.45676062626798997,0.3511861489638489,0.29205916949253236,13.341925656524717,86,0,0.5135212213030901
0.0,5.697072651878948,0.48201153381430073,0.37206570900632036,0.3064347025250875,13.342487006573199,15,0,0.19148933303220053
0.17609946459199155,5.873172116470939,0.44258858653341876,0.35033251213585187,0.2704658719140599,13.341338861771153,40,2,0.604948366277006
0.14686865995021042,6.020040776421149,0.4717328125886268,0.3429627240684156,0.32389568748649356,13.339411553758495,18,4,0.3988964425781568
0.47030337900426317,6.490344155425412,0.497576799737008,0.3954321138834471,0.3020200571918877,13.338763851877705,80,0,-0.13692715420772383
1.1102230246251565e-16,6.490344155425412,0.4675135090574377,0.39238255180052234,0.25417477096224417,13.338061156132603,24,9,0.6051739925179016
0.0,6.490344155425412,0.4872047475928477,0.40407465706929047,0.27219870975327154,13.340659080853866,12,9,0.38474075466215796
0.5210656730281942,7.011409828453607,0.5014840598677887,0.4141429951352073,0.28279293110316517,13.342028703842773,39,0,0.0614740003819078
0.30561396020671144,7.317023788660318,0.5115895130274885,0.42064947263111896,0.2911663631240125,13.3433689286202,69,2,0.20214695236842356
2.7755575615628914e-17,7.317023788660318,0.507709946873328,0.41970849499174645,0.28568193745121634,13.34602695096262,76,3,0.2897779251462105
0.029482418672407307,7.346506207332726,0.5566447963471572,0.4473694801750293,0.33123100324138177,13.345335119788626,92,2,0.2983225663612792
0.024922291424356535,7.371428498757083,0.551209310354367,0.4344391600391888,0.3392555379736358,13.341909686651958,10,6,0.6982772434487285
0.0004965549883801934,7.371925053745462,0.5559390474920183,0.44135869952056817,0.3380395285818588,13.341785348950882,49,2,0.4429136131097422
0.13405955311371537,7.505984606859178,0.5892581961962541,0.4565359223307652,0.37255895292699726,13.338249758571315,12,8,0.2881940643039094
0.0,7.505984606859178,0.563714789638973,0.43179882301893807,0.3623867278159775,13.332425113099905,63,9,0.6712309525488009
1.1102230246251565e-16,7.505984606859178,0.5458334041858017,0.4269068140040682,0.34012450261919774,13.333468531489439,9,6,0.5859613431470029
0.0,7.505984606859178,0.570822324609102,0.45224338247087087,0.34830166419849995,13.333670644972603,26,7,0.15850977894101118
0.22243856097209846,7.728423167831276,0.5784226922941641,0.45848457501718887,0.3526538039382774,13.333158713989853,60,0,0.1528542849223244
5.551115123125783e-17,7.728423167831276,0.6019418858870559,0.4754997887392146,0.3690988822717128,13.335507748166542,96,3,0.23351687733402537
0.06941993957728393,7.797843107408561,0.6004694390562498,0.47488391374605177,0.367489885174762,13.335408413070002,26,0,0.10801507695211467
0.0,7.797843107408561,0.5922164842290502,0.47061365294512764,0.3595040387175919,13.333850122523272,3,8,0.4031339102121288
0.07495193721396459,7.872795044622525,0.5734370732023295,0.46108452486712415,0.3409268805050611,13.331453677405817,61,8,0.35683292974513975
1.1102230246251565e-16,7.872795044622525,0.5920168965950783,0.47277555719876113,0.3563246811118597,13.332087148452912,51,5,0.30612394020678185
0.0,7.872795044622525,0.5723593642324604,0.45223123933073195,0.35083065430201005,13.323518018517504,49,1,0.6918953699767568
0.14457418164942004,8.017369226271946,0.6010246779232825,0.476028257631124,0.36691655919222516,13.31965361092769,32,7,0.05502797131070649
-5.551115123125783e-17,8.017369226271946,0.6013005864168649,0.4763557324525005,0.3669436079085006,13.320695903911805,43,3,0.3751466173647356
2.220446049250313e-16,8.017369226271946,0.5368739220855613,0.43679057915055713,0.31216597857686895,13.304920984457475,47,0,0.8891512129027029
0.0,8.017369226271946,0.5520389375463713,0.4482751332036716,0.3221744768266985,13.30804389362798,21,4,0.46024491381721755
0.0,8.017369226271946,0.5499721414780832,0.4489460286083599,0.3176740779458883,13.307542102213343,62,2,0.5619028411485921
0.0,8.017369226271946,0.5670257390162651,0.45831357462704625,0.3338665242571057,13.308422015702295,59,5,0.5109608398536998
-1.1102230246251565e-16,8.017369226271946,0.5522880613786376,0.4506015068034973,0.31934367820232723,13.307509368839407,91,8,0.6374153220724568
0.025734366282788967,8.043103592554735,0.561997058506627,0.45574507705942585,0.3288420874921564,13.305952271594492,13,7,0.32728534818897803
0.24226353916607707,8.285367131720811,0.5748475681687513,0.4635298180494498,0.3399850502721716,13.30814289549014,13,3,0.18803049750235895
0.0,8.285367131720811,0.5475551959358713,0.44899347774394804,0.31340317410607904,13.307901302358836,27,2,0.6433651522631056
0.31753080528213135,8.602897937002943,0.5712140713571557,0.4625397361160677,0.33517533893485707,13.308999932280832,87,0,0.17576658376349136
