regret,cumregret,paramerror,context,action,reward
0.9292084709543473,0.9292084709543473,0.7947231636215956,62,3,-0.23751170465748397
0.6509622493708686,1.5801707203252158,0.7198229556833073,8,0,-0.2759138204196684
0.553573625837353,2.133744346162569,0.5943675231714792,30,4,0.21703607100019812
0.19729264664204038,2.3310369928046093,0.6232683958077306,18,0,0.12867279859197855
0.48957467991115067,2.82061167271576,0.6487539024167265,92,8,-0.2340183799121846
0.5292642934130974,3.3498759661288573,0.6550882639591996,68,4,-0.2056921730850454
0.3955245048307881,3.7454004709596456,0.6008261630139969,17,1,0.10176500724589699
0.6814949118448871,4.426895382804533,0.6026447760753396,98,1,0.24820331157742764
0.0,4.426895382804533,0.5714054869631205,86,4,0.3188084704955178
0.0,4.426895382804533,0.5415131090535936,69,2,0.612584894382518
0.31614359730220104,4.743038980106734,0.5490631613962536,29,8,-0.060628842290406125
0.23351420754829488,4.976553187655028,0.3366756141616854,13,8,0.21615896685233738
1.1102230246251565e-16,4.976553187655028,0.33909653528759787,62,2,0.6166846228514384
0.2678962134530555,5.244449401108084,0.359102420982185,82,2,0.288539548881661
5.551115123125783e-17,5.244449401108084,0.3542758202543023,13,2,0.26564218145066665
0.109745821259633,5.354195222367717,0.33251669853380506,60,9,0.2684611419368484
0.026585731531967638,5.380780953899684,0.2827437446199737,67,0,0.2920035824767201
0.0,5.380780953899684,0.2703912670962522,71,5,0.4276428794649498
1.1102230246251565e-16,5.380780953899684,0.27004326150931357,74,0,0.5980537033086659
0.0,5.380780953899684,0.267458454830128,83,2,0.6140851849503206
0.17537809558994927,5.556159049489634,0.2707525883871749,7,5,-0.04394417179311655
0.5726810518228979,6.128840101312532,0.3243587266843562,68,8,0.02045390532724825
0.10144386301270292,6.230283964325235,0.3080735932542207,22,0,0.2159409160109993
0.23351420754829488,6.463798171873529,0.2958039645509551,13,8,-0.09894782245869851
0.10014516007538488,6.563943331948915,0.31392678879386654,18,1,0.2710528292292167
0.0,6.563943331948915,0.3031578283712195,85,8,0.3505764305873569
0.03430689490444799,6.598250226853363,0.3071195803372285,89,6,0.3747767044630676
0.0,6.598250226853363,0.272690903362108,16,0,0.4989241591489961
0.05663228777444085,6.654882514627804,0.25674942745355805,23,9,0.5726662287788162
0.15256961221750764,6.807452126845312,0.2586785765822556,72,7,0.3280592580261217
0.0,6.807452126845312,0.2457357890189708,85,8,0.38794499997519694
0.0,6.807452126845312,0.2531461456811678,93,1,0.49077560555415295
0.0,6.807452126845312,0.23427968708407493,77,1,0.4662733472671084
0.0,6.807452126845312,0.22103290056383892,68,3,0.4260484539467274
0.08147374638917426,6.888925873234486,0.22212977093966382,40,7,0.27685360593926656
0.0,6.888925873234486,0.22065587336660364,69,2,0.5471163728852513
0.2967580575914627,7.185683930825949,0.20311688944155096,79,3,0.09752814014616763
0.30339655910759444,7.489080489933543,0.20408762131317962,51,0,0.23389407697729328
-1.1102230246251565e-16,7.489080489933543,0.1862804723637787,25,9,1.025296188963335
0.2325074142558264,7.721587904189369,0.1955968644886505,91,4,0.06064943464177716
1.1102230246251565e-16,7.721587904189369,0.20451523467631585,62,2,0.7168281863657086
-5.551115123125783e-17,7.721587904189369,0.22018841677707668,67,6,0.29897744892693906
0.0,7.721587904189369,0.21573758999966522,78,2,0.5841661714663622
0.0,7.721587904189369,0.2394610245248551,3,8,0.3640998525601475
0.09241505608349343,7.8140029602728625,0.2391571800593278,81,9,0.1603573217981467
0.3691939380502791,8.183196898323141,0.2166491293886881,88,5,-0.00727958727932225
0.10419575841827644,8.287392656741417,0.23552176443542175,26,1,0.06859193910910201
0.0,8.287392656741417,0.23014151029394928,57,5,0.38698011503835894
0.0,8.287392656741417,0.229453155237461,86,4,0.12743494458746196
0.17537809558994927,8.462770752331366,0.22035949147187134,7,5,0.29224799609979074
0.15256961221750764,8.615340364548874,0.22498265832922593,72,7,0.4465717077364903
0.0,8.615340364548874,0.22053447200297438,83,2,0.5197167551278465
-1.1102230246251565e-16,8.615340364548874,0.22060473741947656,8,1,0.3874729425968897
0.02290655388112428,8.63824691843,0.22586175914211898,51,3,0.5642050745312293
