regret,cumregret,paramerror,context,action,reward
0.1061447856275266,0.1061447856275266,0.9664249321627716,30,8,0.5781393033402779
0.0,0.1061447856275266,0.7848255378271888,61,0,0.34182559519041633
0.47810831985269536,0.584253105480222,0.5707436586090759,5,4,0.027045371807186386
1.1134716109097202,1.6977247163899423,0.5637928244054797,60,4,-0.2847176296508933
0.6751986985935057,2.3729234149834477,0.5217680751633864,48,4,-0.019881947245439065
0.0,2.3729234149834477,0.5295729008524843,60,3,0.8042806732394475
0.0,2.3729234149834477,0.4144811238180144,78,2,0.6202994212249112
0.3368021883970449,2.709725603380493,0.40899248070106226,32,3,0.3304721412450423
5.551115123125783e-17,2.709725603380493,0.39622658847177733,69,7,0.13038341017371244
0.0,2.709725603380493,0.3818549052257545,64,3,0.16105894213448582
0.275607320050902,2.985332923431395,0.3743396915996723,37,9,0.3232985158242097
0.06626601903694884,3.0515989424683436,0.36374602636958603,15,4,0.3183709823506366
0.4693595918700931,3.520958534338437,0.34390103857606136,41,0,-0.1481260219225753
0.0,3.520958534338437,0.3036810933350486,46,5,0.20983365504073864
-1.1102230246251565e-16,3.520958534338437,0.3084503879060088,28,5,0.6373852173051334
0.41363499691944394,3.934593531257881,0.31038770357919104,14,7,0.26537045962929817
-1.1102230246251565e-16,3.934593531257881,0.3093913019622152,25,6,0.9422404808655713
0.17463427978632454,4.109227811044206,0.31492364159068487,0,1,0.1999272953844509
0.15707880952306397,4.26630662056727,0.30705903288003117,11,2,0.03438702758375763
0.0,4.26630662056727,0.23829959232520578,51,8,0.37615513735755146
1.1102230246251565e-16,4.26630662056727,0.20541173662725798,29,2,0.6437597844776478
0.0,4.26630662056727,0.1953689999621552,23,1,0.8042719641073466
0.22876129955185154,4.495067920119121,0.19233037732855482,83,3,0.5769262488030854
0.44472130368603463,4.939789223805156,0.1965563827337799,98,1,0.03805175285635637
0.06664075104203754,5.006429974847194,0.20177209427857556,96,9,0.3357503433254547
1.1102230246251565e-16,5.006429974847194,0.20287686644932504,67,4,0.5821067272850576
0.0,5.006429974847194,0.2029681136686293,57,9,0.4255977055306851
-1.1102230246251565e-16,5.006429974847194,0.20181528124179343,26,3,0.630962541289124
-5.551115123125783e-17,5.006429974847194,0.19347051607598575,93,6,0.4059034654365291
-1.1102230246251565e-16,5.006429974847194,0.19306354405267723,7,0,0.73594887634359
0.05409080658120699,5.060520781428401,0.18620056811735336,90,9,0.24356577786175793
0.1284103199232962,5.188931101351697,0.18016155834933653,40,1,0.32586993497141514
0.40494895161044026,5.593880052962137,0.18018741680897324,41,9,0.16599106092683386
0.0,5.593880052962137,0.17995629074265096,72,9,0.2185910151060479
0.02861074218904125,5.622490795151179,0.18915291287391192,5,5,0.4254311696573132
-5.551115123125783e-17,5.622490795151179,0.18918981512022637,15,1,0.6504828635564346
0.0,5.622490795151179,0.1948339219567059,14,4,0.6284666375750025
0.0,5.622490795151179,0.19132341124209432,33,6,0.24917518715429346
0.0,5.622490795151179,0.18720519448076803,33,6,0.14074185091906177
-5.551115123125783e-17,5.622490795151179,0.18216583007382303,39,8,0.38453915458493587
0.06664075104203754,5.689131546193217,0.191518332157898,96,9,0.24553007873420135
5.551115123125783e-17,5.689131546193217,0.18764774914370255,75,9,0.20408096856081845
0.08615929554127605,5.775290841734493,0.19191693670516663,91,5,0.4389471437781486
0.0,5.775290841734493,0.19428853196713575,45,1,0.6570385465545296
0.0,5.775290841734493,0.19632465625542928,19,5,0.6544801394822581
0.0,5.775290841734493,0.19312081136172446,70,5,0.7301517544026389
0.0,5.775290841734493,0.19229429933424888,51,8,0.4244549066010515
0.0,5.775290841734493,0.191655605760659,37,7,0.6808392523077694
0.1890026442457382,5.964293485980231,0.19462784927592303,26,7,0.4660969514365781
0.0,5.964293485980231,0.1937047479191782,0,6,0.41582453818895804
1.1102230246251565e-16,5.964293485980231,0.19313554263817417,48,1,0.6679375248253403
0.0,5.964293485980231,0.19156156644869365,3,8,0.527491705923128
0.22402142389057672,6.188314909870807,0.1918798743144424,27,6,0.013894611135371257
1.1102230246251565e-16,6.188314909870807,0.19221659829136137,2,5,0.5235881648579709
-1.1102230246251565e-16,6.188314909870807,0.18457290553931707,65,6,0.849570256789524
0.0,6.188314909870807,0.1817594315370559,61,0,0.6030991026029867
0.04344574688746994,6.2317606567582775,0.1659652940595933,63,8,0.3694231683573075
-1.1102230246251565e-16,6.2317606567582775,0.16324306041971973,26,3,0.37007073562556125
-2.7755575615628914e-17,6.2317606567582775,0.1736252527857743,84,8,0.06672368707023016
0.0,6.2317606567582775,0.17643334756879245,61,0,0.6176642953018819
0.0,6.2317606567582775,0.16706415502120026,18,9,0.45563759040385404
0.0,6.2317606567582775,0.15869501726758747,60,3,0.6130030922889149
0.01464624455660729,6.246406901314884,0.1587419436829396,88,8,0.3151680528733303
-5.551115123125783e-17,6.246406901314884,0.142637368553625,15,1,0.4304579252232488
