regret,cumregret,paramerror,hparamerror,kparamerror,hfeaterror,featerror,context,action,reward
0.27304351902315616,0.27304351902315616,0.6930813133469516,0.29992967327419817,0.624823093363528,,13.451774899681698,62,9,0.1620046209932597
0.0,0.27304351902315616,1.0222058581364308,0.44128575711380014,0.9220475567870331,,13.458778893723919,35,1,0.7552081393649408
0.7184329207435216,0.9914764397666778,1.0164693344063662,0.4411874183109174,0.9157311667256219,,13.461922963677976,92,1,-0.16682503628210021
0.40494895161044026,1.396425391377118,1.0247783723802308,0.44719438657278504,0.9220563394479024,,13.471873167587097,41,9,0.3365133219819496
1.0718671259737562,2.468292517350874,1.146590777446125,0.48234610187018134,1.0401983699925461,,13.493420791825205,71,7,-0.6409935560075445
0.5552798728294804,3.0235723901803544,1.1015989839992715,0.6121696284490551,0.9158431457147961,,13.490514707044875,3,0,-0.08267222130655238
1.0422212497818226,4.065793639962177,1.0917449098182872,0.6149570214098173,0.9020725081349644,,13.489528650743743,15,8,-0.5778490245844804
0.7990629668609437,4.86485660682312,1.057847537120312,0.7104925721609822,0.7837357441737497,,13.491162513646803,37,4,-0.18021640032390993
0.3818221688146175,5.246678775637738,1.0808472598543046,0.7934615259445464,0.7339275209312638,,13.487903971249285,46,0,0.009379359497187933
0.8149739188723539,6.061652694510093,1.0824016094478432,0.7944516501019117,0.7351461213837905,,13.487441194946879,76,8,-0.17219545355221014
0.45876676244072556,6.520419456950818,1.0881793534754336,0.8073036873457663,0.7296540699044595,,13.488720406883875,14,8,0.17039093153649104
0.436960665307458,6.957380122258276,1.0909783437940994,0.8141512774483705,0.7262172154781948,,13.488894566371954,22,3,0.12349387493199672
0.4035702152998028,7.360950337558079,1.0775492406862435,0.819581223423956,0.6995705713610251,,13.488769765958923,68,6,0.05939650208643358
0.534258104013714,7.895208441571793,1.0793652619052152,0.8230357540722021,0.6983133366380134,,13.488097509268002,39,6,-0.12167605101168177
0.0,7.895208441571793,1.092408555786638,0.8262339962379136,0.7146284602620971,,13.49492321532753,14,4,0.6560243194861076
0.0,7.895208441571793,1.116919150017075,0.8346334518795798,0.7422232741422508,,13.492830578825469,4,2,0.2938135644169828
0.2519639397976866,8.14717238136948,1.1171503080197474,0.8372703027119793,0.7395966812426938,,13.493712497260086,0,5,0.11429535874859455
0.0,8.14717238136948,1.1202697153295433,0.8379640097993736,0.743519033626908,,13.495857623921687,74,1,0.49113135948714054
0.33381257754409277,8.480984958913572,1.1216248447213515,0.8387257496390974,0.744702228537373,,13.495892434390948,51,2,0.05933418676576581
0.6667957197072562,9.147780678620828,1.1188920715455375,0.83772954426494,0.7417065986177555,,13.497472684111191,77,1,-0.34598664577681193
0.0,9.147780678620828,1.1175152175567613,0.8374731530429387,0.7399182248081567,,13.49916877849333,13,3,0.44175099931239803
0.5473318858461826,9.69511256446701,1.1239849753078213,0.8413371075913259,0.745314763108571,,13.498867159319788,83,7,0.17641552773956426
-1.1102230246251565e-16,9.69511256446701,1.1319658504205328,0.8433252174381359,0.7550822896553732,,13.507059784943081,89,1,0.4526885409390734
0.06664075104203754,9.761753315509047,1.135030554980868,0.8441533030270851,0.7587486815333779,,13.507631460750297,96,9,0.3515781761125973
0.15870905136005165,9.9204623668691,1.1377729185211292,0.8446104658657446,0.7623387534883279,,13.511299487287074,52,5,0.18985215084348683
0.0,9.9204623668691,1.1379481284957558,0.8446551657680225,0.7625507157483937,,13.524679404938635,3,8,0.7832342480140613
-1.1102230246251565e-16,9.9204623668691,1.14374802810881,0.8463954295600982,0.7692686972850046,,13.536027735508224,26,3,0.647377821375982
0.0,9.9204623668691,1.1451812451114904,0.8467383604875833,0.771021551601447,,13.54406443320097,31,1,0.501256409647656
0.24812337483276334,10.168585741701863,1.1451795493927626,0.8467369133066055,0.7710206222867277,,13.54647987341687,39,5,0.27761609593775527
0.3310862584480961,10.499672000149959,1.1451764431379154,0.8467372221190835,0.7710156694880234,,13.546904824973112,24,7,0.10893571093132945
0.44190348709626104,10.941575487246219,1.1452482434254394,0.8467540336072794,0.771103848803037,,13.547684539590582,3,3,0.1574828733690792
0.0,10.941575487246219,1.1461564833474998,0.8471423338650177,0.7720262628261028,,13.54818270977856,9,6,0.2331407133979479
0.0,10.941575487246219,1.1485704771606302,0.8480831040325171,0.7745767809969317,,13.546778743687595,72,9,0.4266546053697115
0.1284103199232962,11.069985807169514,1.148859958486646,0.8481782910686149,0.7749017942770956,,13.55128279645798,40,1,0.5465880699886381
0.06626601903694884,11.136251826206463,1.1497971952402437,0.8483802550538292,0.7760699279170216,,13.550192214172856,15,4,0.36219933646561997
0.0,11.136251826206463,1.1526926758838119,0.8489551780827453,0.7797278439575417,,13.560139966266092,60,3,0.7458379274823383
0.0,11.136251826206463,1.1570645050426656,0.8498890171994125,0.7851668149339,,13.56598961421431,16,7,0.42806504238660253
0.0,11.136251826206463,1.1576926490925494,0.850010161584683,0.7859611917682107,,13.566477972730395,33,6,0.24405259119499442
1.1102230246251565e-16,11.136251826206463,1.1595073848114332,0.8504103744780405,0.7882002095992923,,13.569907300673588,29,2,0.5747649261345824
0.4559670010430354,11.592218827249498,1.1585935793025444,0.8504536303887058,0.7868085564861071,,13.575922844970172,96,0,-0.22208355448361794
0.1061447856275266,11.698363612877024,1.159264737429246,0.850599205659346,0.7876393354693431,,13.591981230303327,30,8,0.6282969227827535
-5.551115123125783e-17,11.698363612877024,1.1605622927627335,0.8509839288190951,0.7891331879184337,,13.590828536241666,8,6,0.36031384199322947
0.07373432237408817,11.772097935251113,1.160691302479221,0.8510315758787224,0.7892715353465427,,13.589630048436678,0,2,0.30688990611502515
0.0,11.772097935251113,1.1599343868630518,0.8508818703519304,0.7883196207971516,,13.590188859500874,44,7,0.7137420006383313
0.07882844064569533,11.850926375896808,1.158946122599375,0.8506056715409126,0.7871633290687253,,13.59873288869884,56,5,0.5750081958556343
1.1102230246251565e-16,11.850926375896808,1.1597103685968568,0.8508346045069364,0.7880409981749571,,13.599006859951947,42,0,0.35096226444022616
0.5761149402541844,12.427041316150993,1.159672548831876,0.8507860873790305,0.7880377237394799,,13.60163636371584,3,9,0.1288141100808333
0.030820535913012592,12.457861852064005,1.1594293904075463,0.8507290283278437,0.7877414751688381,,13.5970912764606,34,7,0.4730141913217035
0.4848445714818711,12.942706423545875,1.1596456649632165,0.8507837679462746,0.7880006652707342,,13.597074150812599,40,0,0.004956204788676338
0.0,12.942706423545875,1.1575929977606498,0.8504129864447034,0.78537844441434,,13.605785525698831,45,1,0.8723055286695635
0.0,12.942706423545875,1.1580879150887344,0.8505187650048801,0.7859932884249998,,13.602944069269128,66,6,0.2888062237086527
-5.551115123125783e-17,12.942706423545875,1.1562226662434774,0.8501768152045802,0.7836135762120082,,13.600884922088381,85,1,0.6725278634776319
